codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
892;Urubus;Família Cathartidae;MG
893;Urubus;Família Cathartidae;MG
894;Não identificado;Não identificado;M
895;Não identificado;Não identificado;M
896;Urubus;Família Cathartidae;MG
897;Não identificado;Não identificado;
898;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);M
899;Não identificado;Não identificado;
900;Não identificado;Não identificado;
901;Garças;Família Ardeidae;
902;Não identificado;Não identificado;M
903;Carcará/carancho;(Caracara plancus);G
904;Quero-quero/tetéu;(Vanellus chilensis);M
905;Quero-quero/tetéu;(Vanellus chilensis);M
906;Coruja -buraqueira;(Athene cunicularia);P
908;Carcará/carancho;(Caracara plancus);G
909;Urubus;Família Cathartidae;MG
910;Corujas;Família Strigidae;
911;Não identificado;Não identificado;P
912;Carcará/carancho;(Caracara plancus);G
912;Urubus;Família Cathartidae;MG
913;Não identificado;Não identificado;
914;Urubus;Família Cathartidae;MG
915;Urubus;Família Cathartidae;MG
916;Urubus;Família Cathartidae;MG
917;Urubus;Família Cathartidae;MG
918;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
919;Coruja -buraqueira;(Athene cunicularia);P
920;Carcará/carancho;(Caracara plancus);G
922;Urubus;Família Cathartidae;MG
923;Urubus;Família Cathartidae;MG
924;Não identificado;Não identificado;
925;Não identificado;Não identificado;
926;Não identificado;Não identificado;
927;Não identificado;Não identificado;
929;Não identificado;Não identificado;MG
930;Andorinhas;família Hirundinidae;P
931;Não identificado;Não identificado;M
932;Não identificado;Não identificado;
933;Não identificado;Não identificado;
934;Carcará/carancho;(Caracara plancus);G
934;Curicacas/Tapicurus;Família Threskiornithidae;
934;Quero-quero/tetéu;(Vanellus chilensis);M
935;Carcará/carancho;(Caracara plancus);G
936;Carcará/carancho;(Caracara plancus);G
936;Quero-quero/tetéu;(Vanellus chilensis);M
937;Não identificado;Não identificado;
938;Falcão-quiriquiri;(Falco sparverius);P
939;Não identificado;Não identificado;
940;Urubus;Família Cathartidae;MG
941;Não identificado;Não identificado;
942;Urubus;Família Cathartidae;MG
943;Não identificado;Não identificado;
944;Urubus;Família Cathartidae;MG
945;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
946;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
947;Não identificado;Não identificado;M
948;Não identificado;Não identificado;M
949;Não identificado;Não identificado;M
950;Não identificado;Não identificado;M
951;Não identificado;Não identificado;
952;Não identificado;Não identificado;
953;Não identificado;Não identificado;M
955;Não identificado;Não identificado;
956;Não identificado;Não identificado;
957;Não identificado;Não identificado;M
958;Quero-quero/tetéu;(Vanellus chilensis);M
959;Não identificado;Não identificado;P
960;Não identificado;Não identificado;MP
962;Não identificado;Não identificado;M
963;Não identificado;Não identificado;0
964;Carcará/carancho;(Caracara plancus);G
965;Urubus;Família Cathartidae;MG
966;Pombo-doméstico;(Columba livia);P
966;Quero-quero/tetéu;(Vanellus chilensis);M
967;Bacuraus/Curiangos;Familia Caprimulgidae;M
968;Urubus;Família Cathartidae;MG
969;Carcará/carancho;(Caracara plancus);G
970;Pombos / Rolinhas;Família Columbidae;
971;Garças;Família Ardeidae;
972;Quero-quero/tetéu;(Vanellus chilensis);M
973;Pombos / Rolinhas;Família Columbidae;
974;Não identificado;Não identificado;
975;Quero-quero/tetéu;(Vanellus chilensis);M
976;Pombos / Rolinhas;Família Columbidae;
977;Bacuraus/Curiangos;Familia Caprimulgidae;P
978;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
979;Pombos / Rolinhas;Família Columbidae;
980;Carcará/carancho;(Caracara plancus);G
982;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
983;Urubus;Família Cathartidae;MG
985;Não identificado;Não identificado;M
986;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);P
987;Quero-quero/tetéu;(Vanellus chilensis);M
988;Não identificado;Não identificado;
989;Carcará/carancho;(Caracara plancus);G
990;Carcará/carancho;(Caracara plancus);G
991;Carcará/carancho;(Caracara plancus);G
992;Carcará/carancho;(Caracara plancus);G
993;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
994;Urubus;Família Cathartidae;MG
995;Quero-quero/tetéu;(Vanellus chilensis);M
998;Carcará/carancho;(Caracara plancus);G
1000;Pombos / Rolinhas;Família Columbidae;
1006;Urubus;Família Cathartidae;MG
1008;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
1009;xx Outros (morcegos);xx Outros (morcegos);
1010;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1011;Quero-quero/tetéu;(Vanellus chilensis);M
1012;Não identificado;Não identificado;
1013;Urubus;Família Cathartidae;MG
1016;Urubus;Família Cathartidae;MG
1017;Quero-quero/tetéu;(Vanellus chilensis);M
1018;Carcará/carancho;(Caracara plancus);G
1019;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1020;Não identificado;Não identificado;MG
1021;Não identificado;Não identificado;
1022;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
1023;Maria-faceira;(Syrigma sibilatrix);M
1024;Coruja -buraqueira;(Athene cunicularia);P
1025;Quero-quero/tetéu;(Vanellus chilensis);M
1026;Urubus;Família Cathartidae;MG
1028;Coruja -buraqueira;(Athene cunicularia);P
1030;Carcará/carancho;(Caracara plancus);G
1031;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
1033;Urubus;Família Cathartidae;MG
1034;Pombos / Rolinhas;Família Columbidae;
1035;Polícia-inglesa-do-norte;(Sturnella militaris);MP
1036;Talha-mar/corta-água;(Rynchops niger);M
1037;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
1038;Urubus;Família Cathartidae;MG
1040;Urubus;Família Cathartidae;MG
1041;Urubus;Família Cathartidae;MG
1042;Urubus;Família Cathartidae;MG
1043;Não identificado;Não identificado;
1044;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
1045;Carcará/carancho;(Caracara plancus);G
1045;Quero-quero/tetéu;(Vanellus chilensis);M
1046;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
1047;Fragata/tesourão (Fregata;(Fregata magnificens);G
1048;Não identificado;Não identificado;MG
1050;Carcará/carancho;(Caracara plancus);G
1051;Não identificado;Não identificado;
1052;Maria-faceira;(Syrigma sibilatrix);M
1053;Urubus;Família Cathartidae;MG
1054;Carcará/carancho;(Caracara plancus);G
1055;Carcará/carancho;(Caracara plancus);G
1057;Pombos / Rolinhas;Família Columbidae;
1058;Não identificado;Não identificado;M
1059;Não identificado;Não identificado;
1060;Não identificado;Não identificado;M
1061;Urubus;Família Cathartidae;MG
1062;Urubus;Família Cathartidae;MG
1063;Urubus;Família Cathartidae;MG
1065;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
1067;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
1068;Carcará/carancho;(Caracara plancus);G
1069;Não identificado;Não identificado;P
1070;Carcará/carancho;(Caracara plancus);G
1071;Marrecas / patos;Família Anatidae;G
1072;Quero-quero/tetéu;(Vanellus chilensis);M
1073;Não identificado;Não identificado;
1074;Pombos / Rolinhas;Família Columbidae;
1075;Urubus;Família Cathartidae;MG
1077;Urubus;Família Cathartidae;MG
1078;Não identificado;Não identificado;
1079;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
1081;Não identificado;Não identificado;M
1082;Não identificado;Não identificado;P
1083;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
1084;Não identificado;Não identificado;
1085;Carcará/carancho;(Caracara plancus);G
1086;Carcará/carancho;(Caracara plancus);G
1087;Gaivotas;Família  Laridae;
1088;Quero-quero/tetéu;(Vanellus chilensis);M
1089;Pombos / Rolinhas;Família Columbidae;
1090;Urubus;Família Cathartidae;MG
1091;Não identificado;Não identificado;
1093;Urubus;Família Cathartidae;MG
1095;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
1096;Falcão-quiriquiri;(Falco sparverius);P
1097;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
1098;Não identificado;Não identificado;M
1100;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
1101;Urubus;Família Cathartidae;MG
1102;Não identificado;Não identificado;M
1103;Urubus;Família Cathartidae;MG
1104;Carcará/carancho;(Caracara plancus);G
1105;Não identificado;Não identificado;M
1106;Quero-quero/tetéu;(Vanellus chilensis);M
1107;Urubus;Família Cathartidae;MG
1109;Urubus;Família Cathartidae;MG
1110;Pombos / Rolinhas;Família Columbidae;
1111;Não identificado;Não identificado;
1112;Não identificado;Não identificado;
1113;Urubus;Família Cathartidae;MG
1114;Quero-quero/tetéu;(Vanellus chilensis);M
1115;Carcará/carancho;(Caracara plancus);G
1115;Garças;Família Ardeidae;
1116;Carcará/carancho;(Caracara plancus);G
1116;Quero-quero/tetéu;(Vanellus chilensis);M
1117;Garças;Família Ardeidae;
1117;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
1118;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1119;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1120;Não identificado;Não identificado;
1121;Não identificado;Não identificado;
1122;Não identificado;Não identificado;M
1123;Não identificado;Não identificado;
1124;Não identificado;Não identificado;M
1126;Não identificado;Não identificado;
1127;Urubus;Família Cathartidae;MG
1128;Não identificado;Não identificado;
1129;Urubus;Família Cathartidae;MG
1130;Carcará/carancho;(Caracara plancus);G
1131;Carcará/carancho;(Caracara plancus);G
1132;Não identificado;Não identificado;
1133;Não identificado;Não identificado;
1134;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);MP
1135;Não identificado;Não identificado;
1136;Carcará/carancho;(Caracara plancus);G
1137;Não identificado;Não identificado;
1138;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
1139;Quero-quero/tetéu;(Vanellus chilensis);M
1140;Urubus;Família Cathartidae;MG
1141;Quero-quero/tetéu;(Vanellus chilensis);M
1142;Não identificado;Não identificado;
1143;Falcão-peregrino;(Falco peregrinus);G
1144;Carcará/carancho;(Caracara plancus);G
1145;Urubus;Família Cathartidae;MG
1146;Urubus;Família Cathartidae;MG
1148;Não identificado;Não identificado;P
1149;Não identificado;Não identificado;
1150;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1151;Não identificado;Não identificado;M
1152;Não identificado;Não identificado;M
1153;Não identificado;Não identificado;
1154;Urubus;Família Cathartidae;MG
1155;Não identificado;Não identificado;M
1156;Não identificado;Não identificado;
1157;Não identificado;Não identificado;
1158;Carcará/carancho;(Caracara plancus);G
1159;Não identificado;Não identificado;M
1160;Quero-quero/tetéu;(Vanellus chilensis);M
1161;Não identificado;Não identificado;
1163;Não identificado;Não identificado;M
1164;Quero-quero/tetéu;(Vanellus chilensis);M
1165;Carcará/carancho;(Caracara plancus);G
1165;Urubus;Família Cathartidae;MG
1166;Não identificado;Não identificado;M
1167;Não identificado;Não identificado;M
1168;Não identificado;Não identificado;
1170;Quero-quero/tetéu;(Vanellus chilensis);M
1171;Pombos / Rolinhas;Família Columbidae;
1172;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);MP
1173;Urubus;Família Cathartidae;MG
1174;Não identificado;Não identificado;
1175;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
1176;Não identificado;Não identificado;
1177;Não identificado;Não identificado;
1178;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
1179;Bem-te-vi;(Pitangus sulphuratus);P
1180;Urubus;Família Cathartidae;MG
1182;Seriema;(Cariama cristata);G
1183;Fragata/tesourão (Fregata;(Fregata magnificens);G
1184;Não identificado;Não identificado;
1185;Não identificado;Não identificado;M
1186;Urubus;Família Cathartidae;MG
1188;Não identificado;Não identificado;
1190;Quero-quero/tetéu;(Vanellus chilensis);M
1191;Não identificado;Não identificado;
1192;Não identificado;Não identificado;
1193;Não identificado;Não identificado;
1194;Não identificado;Não identificado;
1195;Irerê/paturi/siriri;(Dendrocygna viduata);M
1196;Não identificado;Não identificado;
1197;Não identificado;Não identificado;M
1198;Não identificado;Não identificado;
1199;Não identificado;Não identificado;
1200;Carcará/carancho;(Caracara plancus);G
1201;Urubus;Família Cathartidae;MG
1202;Não identificado;Não identificado;M
1203;Carcará/carancho;(Caracara plancus);G
1204;Não identificado;Não identificado;
1205;Carcará/carancho;(Caracara plancus);G
1206;Quero-quero/tetéu;(Vanellus chilensis);M
1207;Corucão/tabaco-bom;(Chordeiles nacunda);P
1208;Urubus;Família Cathartidae;MG
1209;Não identificado;Não identificado;M
1210;Urubus;Família Cathartidae;MG
1212;Urubus;Família Cathartidae;MG
1213;Carcará/carancho;(Caracara plancus);G
1214;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
1215;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
1216;Quero-quero/tetéu;(Vanellus chilensis);M
1217;Quero-quero/tetéu;(Vanellus chilensis);M
1218;Não identificado;Não identificado;M
1219;Não identificado;Não identificado;M
1220;Não identificado;Não identificado;M
1223;Não identificado;Não identificado;M
1224;Não identificado;Não identificado;M
1225;Corujinha-do-mato/caboré-de-orelha;(Megascops choliba);P
1226;Não identificado;Não identificado;
1227;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
1228;Urubus;Família Cathartidae;MG
1229;Não identificado;Não identificado;P
1231;Não identificado;Não identificado;M
1232;Bacurauzinho-da-caatinga;(Hydropsalis hirundinacea);MP
1233;Não identificado;Não identificado;M
1235;Urubus;Família Cathartidae;MG
1236;Urubus;Família Cathartidae;MG
1237;Urubus;Família Cathartidae;MG
1238;Bacuraus/Curiangos;Familia Caprimulgidae;P
1239;Quero-quero/tetéu;(Vanellus chilensis);M
1241;Não identificado;Não identificado;
1242;Não identificado;Não identificado;M
1243;Não identificado;Não identificado;M
1244;Não identificado;Não identificado;
1245;Não identificado;Não identificado;M
1246;Não identificado;Não identificado;M
1247;Não identificado;Não identificado;M
1248;Não identificado;Não identificado;M
1249;Não identificado;Não identificado;M
1250;Carcará/carancho;(Caracara plancus);G
1251;Não identificado;Não identificado;
1252;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
1254;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
1255;Não identificado;Não identificado;
1256;Não identificado;Não identificado;M
1257;Não identificado;Não identificado;
1258;Bacuraus/Curiangos;Familia Caprimulgidae;
1259;Não identificado;Não identificado;
1260;Não identificado;Não identificado;
1261;Não identificado;Não identificado;
1262;Não identificado;Não identificado;
1263;Não identificado;Não identificado;
1264;Não identificado;Não identificado;P
1265;Não identificado;Não identificado;
1266;Não identificado;Não identificado;
1267;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
1268;Carcará/carancho;(Caracara plancus);G
1269;Quero-quero/tetéu;(Vanellus chilensis);M
1270;Urubus;Família Cathartidae;MG
1271;Quero-quero/tetéu;(Vanellus chilensis);M
1272;Quero-quero/tetéu;(Vanellus chilensis);M
1273;Quero-quero/tetéu;(Vanellus chilensis);M
1274;Quero-quero/tetéu;(Vanellus chilensis);M
1275;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
1276;Pombo-doméstico;(Columba livia);P
1277;Pombo-doméstico;(Columba livia);P
1278;Pombo-doméstico;(Columba livia);P
1279;Urubus;Família Cathartidae;MG
1280;Carcará/carancho;(Caracara plancus);G
1280;Garças;Família Ardeidae;
1280;Urubus;Família Cathartidae;MG
1281;Pombos / Rolinhas;Família Columbidae;
1282;Urubus;Família Cathartidae;MG
1283;Urubus;Família Cathartidae;MG
1284;Urubus;Família Cathartidae;MG
1285;Urubus;Família Cathartidae;MG
1287;Pombo-doméstico;(Columba livia);P
1288;Não identificado;Não identificado;M
1289;Quero-quero/tetéu;(Vanellus chilensis);M
1290;Não identificado;Não identificado;P
1294;Não identificado;Não identificado;P
1298;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
1299;Não identificado;Não identificado;
1300;Quero-quero/tetéu;(Vanellus chilensis);M
1301;Não identificado;Não identificado;
1302;Urubus;Família Cathartidae;MG
1306;Carcará/carancho;(Caracara plancus);G
1309;Não identificado;Não identificado;
1310;Quero-quero/tetéu;(Vanellus chilensis);M
1311;Urubus;Família Cathartidae;MG
1312;Urubus;Família Cathartidae;MG
1313;Urubus;Família Cathartidae;MG
1314;Quero-quero/tetéu;(Vanellus chilensis);M
1315;Quero-quero/tetéu;(Vanellus chilensis);M
1316;Não identificado;Não identificado;P
1317;Carcará/carancho;(Caracara plancus);G
1318;Não identificado;Não identificado;M
1320;Urubus;Família Cathartidae;MG
1321;Não identificado;Não identificado;M
1322;Não identificado;Não identificado;
1325;Não identificado;Não identificado;MP
1326;Não identificado;Não identificado;
1327;Não identificado;Não identificado;
1328;Não identificado;Não identificado;M
1329;Quero-quero/tetéu;(Vanellus chilensis);M
1330;Não identificado;Não identificado;
1331;Quero-quero/tetéu;(Vanellus chilensis);M
1332;Quero-quero/tetéu;(Vanellus chilensis);M
1334;Urubus;Família Cathartidae;MG
1336;Fragata/tesourão (Fregata;(Fregata magnificens);G
1338;Quero-quero/tetéu;(Vanellus chilensis);M
1339;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
