codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
51179;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51180;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51181;Não identificado;Não identificado;MG
51182;Não identificado;Não identificado;MG
51185;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51186;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51188;Quero-quero/tetéu;(Vanellus chilensis);M
51189;Não identificado;Não identificado;M
51190;Não identificado;Não identificado;P
51191;Quero-quero/tetéu;(Vanellus chilensis);M
51192;Carcará/carancho;(Caracara plancus);G
51193;Urubus;Família Cathartidae;MG
51194;Urubus;Família Cathartidae;M
51195;Quero-quero/tetéu;(Vanellus chilensis);M
51196;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51197;Urubus;Família Cathartidae;G
51198;Urubus;Família Cathartidae;G
51199;Quero-quero/tetéu;(Vanellus chilensis);M
51200;Quero-quero/tetéu;(Vanellus chilensis);M
51201;Quero-quero/tetéu;(Vanellus chilensis);M
51202;Gavião-caboclo/fumaça/tinga;(Heterospizias meridionalis);G
51203;Não identificado;Não identificado;M
51204;Carcará/carancho;(Caracara plancus);G
51206;Urubu-da-mata;(Cathartes melambrotus);G
51207;Urubus;Família Cathartidae;MG
51209;Quero-quero/tetéu;(Vanellus chilensis);M
51210;Quero-quero/tetéu;(Vanellus chilensis);M
51212;Urubus;Família Cathartidae;MG
51217;Não identificado;Não identificado;P
51218;Não identificado;Não identificado;
51219;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51220;Carcará/carancho;(Caracara plancus);G
51221;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51222;Quero-quero/tetéu;(Vanellus chilensis);0
51223;Andorinha-de-bando/chaminé/de-pescoço-vermelho;Hirundo rustica;MP
51224;Não identificado;Não identificado;M
51225;Urubus;Família Cathartidae;MG
51226;Urubus;Família Cathartidae;MG
51227;Urubus;Família Cathartidae;MG
51228;Não identificado;Não identificado;G
51229;Urubus;Família Cathartidae;MG
51230;Urubus;Família Cathartidae;MG
51231;Não identificado;Não identificado;
51232;Não identificado;Não identificado;G
51233;Urubus;Família Cathartidae;MG
51234;Urubus;Família Cathartidae;G
51235;Carcará/carancho;(Caracara plancus);G
51235;Pica-paus;Família Picidae;MP
51235;Quero-quero/tetéu;(Vanellus chilensis);M
51236;Primavera;(Xolmis cinereus);P
51236;Quero-quero/tetéu;(Vanellus chilensis);M
51237;Quero-quero/tetéu;(Vanellus chilensis);M
51238;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51239;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51240;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51242;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51247;Carcará/carancho;(Caracara plancus);G
51248;Não identificado;Não identificado;MP
51250;Gaivotas;Família  Laridae;G
51251;Não identificado;Não identificado;P
51251;Urubus;Família Cathartidae;M
51252;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);MP
51253;Quero-quero/tetéu;(Vanellus chilensis);M
51254;Quero-quero/tetéu;(Vanellus chilensis);M
51255;Quero-quero/tetéu;(Vanellus chilensis);M
51256;Não identificado;Não identificado;
51257;Gaviao-tesoura;(Elanoides forficatus);M
51258;Urubus;Família Cathartidae;MG
51259;Urubus;Família Cathartidae;MG
51260;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51261;Não identificado;Não identificado;P
51262;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51264;Quero-quero/tetéu;(Vanellus chilensis);M
51265;Urubus;Família Cathartidae;MG
51266;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51267;Quero-quero/tetéu;(Vanellus chilensis);M
51268;Urubu-da-mata;(Cathartes melambrotus);MG
51269;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51270;Urubus;Família Cathartidae;MG
51271;Urubus;Família Cathartidae;MG
51272;Urubus;Família Cathartidae;MG
51273;Urubus;Família Cathartidae;MG
51274;Carcará/carancho;(Caracara plancus);G
51275;Carcará/carancho;(Caracara plancus);G
51276;Quero-quero/tetéu;(Vanellus chilensis);P
51277;Quero-quero/tetéu;(Vanellus chilensis);M
51278;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51279;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51280;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51281;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51282;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51283;Urubus;Família Cathartidae;MG
51284;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51284;Urubus;Família Cathartidae;MG
51285;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51286;Quero-quero/tetéu;(Vanellus chilensis);M
51287;Não identificado;Não identificado;
51289;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51290;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51292;Coruja -buraqueira;(Athene cunicularia);P
51293;Carcará/carancho;(Caracara plancus);G
51294;Carcará/carancho;(Caracara plancus);G
51295;Quero-quero/tetéu;(Vanellus chilensis);M
51296;Quero-quero/tetéu;(Vanellus chilensis);M
51297;Quero-quero/tetéu;(Vanellus chilensis);M
51298;Não identificado;Não identificado;M
51299;xx Outros (morcegos);xx Outros (morcegos);MP
51300;Não identificado;Não identificado;P
51301;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51302;Não identificado;Não identificado;P
51304;Não identificado;Não identificado;
51305;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51306;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51307;Carcará/carancho;(Caracara plancus);G
51308;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51309;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51310;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
51312;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51313;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51314;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51316;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51317;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51318;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51319;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51320;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51321;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51322;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51323;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51325;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51326;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51327;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51328;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51329;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51330;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51331;Seriema;(Cariama cristata);G
51332;Quero-quero/tetéu;(Vanellus chilensis);M
51333;Urubus;Família Cathartidae;M
51335;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51337;Quero-quero/tetéu;(Vanellus chilensis);M
51338;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51339;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51340;Quero-quero/tetéu;(Vanellus chilensis);M
51342;Não identificado;Não identificado;M
51343;Quero-quero/tetéu;(Vanellus chilensis);M
51344;Urubus;Família Cathartidae;MG
51345;Não identificado;Não identificado;M
51346;Coruja -buraqueira;(Athene cunicularia);P
51347;Quero-quero/tetéu;(Vanellus chilensis);M
51349;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);G
51350;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51351;Não identificado;Não identificado;P
51352;Quero-quero/tetéu;(Vanellus chilensis);M
51353;Gaivotas;Família  Laridae;
51353;Urubus;Família Cathartidae;MG
51355;Urubus;Família Cathartidae;G
51356;Não identificado;Não identificado;M
51357;Não identificado;Não identificado;M
51359;Não identificado;Não identificado;MP
51360;Urubus;Família Cathartidae;MG
51361;Urubus;Família Cathartidae;MG
51362;Urubus;Família Cathartidae;MG
51364;Urubus;Família Cathartidae;MG
51365;Quero-quero/tetéu;(Vanellus chilensis);M
51366;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51367;Corucão/tabaco-bom;(Chordeiles nacunda);P
51368;Codorna-amarela/comum;(Nothura maculosa);M
51369;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51370;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51374;Urubus;Família Cathartidae;MG
51375;Carcará/carancho;(Caracara plancus);M
51376;Corucão/tabaco-bom;(Chordeiles nacunda);P
51377;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51378;Gaviões / Família accipitridae;Família accipitridae;
51379;Andorinha-de-bando/chaminé/de-pescoço-vermelho;Hirundo rustica;MP
51380;Gaivotas;Família  Laridae;M
51381;Gaviões / Família accipitridae;Família accipitridae;
51382;Não identificado;Não identificado;M
51383;Urubus;Família Cathartidae;MG
51384;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51385;Urubus;Família Cathartidae;MG
51386;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51388;Não identificado;Não identificado;MG
51389;Não identificado;Não identificado;
51390;Carcará/carancho;(Caracara plancus);G
51390;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
51390;Quero-quero/tetéu;(Vanellus chilensis);M
51391;Urubus;Família Cathartidae;MG
51393;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51394;Urubus;Família Cathartidae;MG
51395;Urubus;Família Cathartidae;MG
51396;Urubus;Família Cathartidae;MG
51397;Urubus;Família Cathartidae;MG
51398;Urubus;Família Cathartidae;MG
51399;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51400;Não identificado;Não identificado;M
51401;Não identificado;Não identificado;M
51402;Urubus;Família Cathartidae;G
51403;Urubus;Família Cathartidae;G
51404;Não identificado;Não identificado;P
51405;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51406;Não identificado;Não identificado;
51408;Não identificado;Não identificado;M
51409;Não identificado;Não identificado;M
51410;Não identificado;Não identificado;MP
51412;Carcará/carancho;(Caracara plancus);G
51413;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51416;Quero-quero/tetéu;(Vanellus chilensis);M
51417;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51418;Não identificado;Não identificado;M
51419;Quero-quero/tetéu;(Vanellus chilensis);M
51420;Não identificado;Não identificado;M
51421;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51423;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51424;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51425;Não identificado;Não identificado;P
51426;Urubus;Família Cathartidae;MG
51427;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51428;Urubus;Família Cathartidae;MG
51429;Urubus;Família Cathartidae;MG
51430;Urubus;Família Cathartidae;MG
51431;Urubus;Família Cathartidae;MG
51432;Urubus;Família Cathartidae;MG
51433;Urubus;Família Cathartidae;MG
51434;Urubus;Família Cathartidae;MG
51435;Pombos / Rolinhas;Família Columbidae;P
51436;Urubus;Família Cathartidae;MG
51438;Não identificado;Não identificado;G
51439;Urubus;Família Cathartidae;MG
51440;Urubus;Família Cathartidae;MG
51441;Urubus;Família Cathartidae;MG
51442;Urubus;Família Cathartidae;MG
51445;Urubus;Família Cathartidae;MG
51446;Pombão/asa-branca/legítima/carijó;(Patagioenas picazuro);M
51449;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51450;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51451;Talha-mar/corta-água;(Rynchops niger);M
51452;Quero-quero/tetéu;(Vanellus chilensis);M
51453;Quero-quero/tetéu;(Vanellus chilensis);M
51454;Urubus;Família Cathartidae;MG
51455;Periquito-rei;(Eupsittula aurea);P
51456;Não identificado;Não identificado;
51458;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51459;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51460;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51461;Quero-quero/tetéu;(Vanellus chilensis);M
51463;Carcará/carancho;(Caracara plancus);G
51463;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51465;Carcará/carancho;(Caracara plancus);G
51466;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51468;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51469;Não identificado;Não identificado;P
51470;Maria-faceira;(Syrigma sibilatrix);M
51471;Quero-quero/tetéu;(Vanellus chilensis);M
51472;Não identificado;Não identificado;
51473;Gaivotas;Família  Laridae;M
51474;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51475;Carcará/carancho;(Caracara plancus);G
51476;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51477;Carcará/carancho;(Caracara plancus);M
51478;Quero-quero/tetéu;(Vanellus chilensis);M
51479;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51480;Quero-quero/tetéu;(Vanellus chilensis);M
51481;Urubus;Família Cathartidae;MG
51482;Urubus;Família Cathartidae;MG
51483;Urubus;Família Cathartidae;MG
51484;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51485;Quero-quero/tetéu;(Vanellus chilensis);M
51486;Quero-quero/tetéu;(Vanellus chilensis);M
51487;Quero-quero/tetéu;(Vanellus chilensis);M
51489;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51490;Não identificado;Não identificado;M
51491;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51492;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51493;Não identificado;Não identificado;M
51494;Coruja -buraqueira;(Athene cunicularia);P
51495;Urubus;Família Cathartidae;MG
51496;Urubus;Família Cathartidae;MG
51497;Urubus;Família Cathartidae;MG
51498;Urubus;Família Cathartidae;MG
51499;Urubus;Família Cathartidae;MG
51500;Urubus;Família Cathartidae;MG
51501;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51502;Não identificado;Não identificado;G
51503;Urubus;Família Cathartidae;MG
51504;Quero-quero/tetéu;(Vanellus chilensis);M
51505;Não identificado;Não identificado;M
51506;Quero-quero/tetéu;(Vanellus chilensis);M
51507;Não identificado;Não identificado;M
51508;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51510;Quero-quero/tetéu;(Vanellus chilensis);M
51511;Urubu-de-cabeça-vermelha;(Cathartes aura);G
51512;Trinta-réis-grande;(Phaetusa simplex);M
51513;Carcará/carancho;(Caracara plancus);G
51514;Urubus;Família Cathartidae;MG
51515;Não identificado;Não identificado;
51516;Não identificado;Não identificado;MP
51517;Urubus;Família Cathartidae;0
51518;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51519;xx Outros (morcegos);xx Outros (morcegos);MP
51520;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);MP
51521;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51522;Quero-quero/tetéu;(Vanellus chilensis);M
51523;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51524;Falcão-quiriquiri;(Falco sparverius);P
51524;Primavera;(Xolmis cinereus);P
51524;Quero-quero/tetéu;(Vanellus chilensis);M
51524;Urubus;Família Cathartidae;MG
51524;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
51525;Quero-quero/tetéu;(Vanellus chilensis);M
51526;Quero-quero/tetéu;(Vanellus chilensis);M
51527;Bem-te-vi;(Pitangus sulphuratus);P
51528;Carcará/carancho;(Caracara plancus);G
51529;Quero-quero/tetéu;(Vanellus chilensis);M
51530;Não identificado;Não identificado;MG
51531;Urubus;Família Cathartidae;MG
51532;Quero-quero/tetéu;(Vanellus chilensis);M
51533;xx Outros (morcegos);xx Outros (morcegos);P
51535;Urubus;Família Cathartidae;MG
51536;Urubus;Família Cathartidae;MG
51537;Urubus;Família Cathartidae;MG
51538;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51539;Urubus;Família Cathartidae;G
51540;Andorinha-do-campo;Progne tapera;P
51541;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51542;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51544;Gaviões / Família accipitridae;Família accipitridae;M
51545;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
51546;Tesourinha;(Tyrannus savana);MP
51548;Não identificado;Não identificado;G
51549;Urubus;Família Cathartidae;MG
51550;Gaivotas;Família  Laridae;M
51551;Não identificado;Não identificado;G
51552;Gaivotas;Família  Laridae;M
51553;Quero-quero/tetéu;(Vanellus chilensis);M
51554;Carcará/carancho;(Caracara plancus);G
51555;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51556;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);0
51557;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51558;Andorinha-de-bando/chaminé/de-pescoço-vermelho;Hirundo rustica;0
51559;Quero-quero/tetéu;(Vanellus chilensis);M
51560;Quero-quero/tetéu;(Vanellus chilensis);M
51562;Não identificado;Não identificado;MG
51562;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51563;Quero-quero/tetéu;(Vanellus chilensis);M
51563;Urubus;Família Cathartidae;MG
51564;Urubus;Família Cathartidae;G
51565;Não identificado;Não identificado;M
51566;Não identificado;Não identificado;M
51570;Urubus;Família Cathartidae;G
51573;Gaivotas;Família  Laridae;M
51575;Urubus;Família Cathartidae;G
51576;Urubus;Família Cathartidae;MG
51577;Urubus;Família Cathartidae;M
51578;Urubus;Família Cathartidae;G
51579;Urubus;Família Cathartidae;MG
51580;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51581;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51582;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51584;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51585;Não identificado;Não identificado;M
51586;Urubus;Família Cathartidae;MG
51587;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51589;Urubus;Família Cathartidae;MG
51590;Urubus;Família Cathartidae;MG
51591;Urubus;Família Cathartidae;MG
51592;Carcará/carancho;(Caracara plancus);G
51593;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51594;Urubus;Família Cathartidae;MG
51595;Urubus;Família Cathartidae;MG
51596;Andorinhões / taperuçus;(Família Apodidae);P
51597;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51599;Não identificado;Não identificado;M
51600;Não identificado;Não identificado;MP
51602;Não identificado;Não identificado;M
51603;Não identificado;Não identificado;M
51607;Corucão/tabaco-bom;(Chordeiles nacunda);M
51610;Carcará/carancho;(Caracara plancus);G
51611;Não identificado;Não identificado;M
51612;Urubu-da-mata;(Cathartes melambrotus);MG
51614;Urubus;Família Cathartidae;MG
51616;Urubu-da-mata;(Cathartes melambrotus);MG
51617;Urubus;Família Cathartidae;G
51618;Urubu-da-mata;(Cathartes melambrotus);MG
51619;Urubus;Família Cathartidae;MG
51621;Urubus;Família Cathartidae;M
51622;Carcará/carancho;(Caracara plancus);G
51627;Quero-quero/tetéu;(Vanellus chilensis);M
51629;Não identificado;Não identificado;G
51630;Não identificado;Não identificado;M
51631;Urubus;Família Cathartidae;M
51632;Carcará/carancho;(Caracara plancus);G
51634;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51635;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51637;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51638;Não identificado;Não identificado;MG
51639;Carcará/carancho;(Caracara plancus);G
51640;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51641;Não identificado;Não identificado;M
51644;Fragata/tesourão (Fregata;(Fregata magnificens);MG
51645;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51646;Quero-quero/tetéu;(Vanellus chilensis);0
51647;Não identificado;Não identificado;MG
51648;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51649;Gaivotas;Família  Laridae;MG
51650;Não identificado;Não identificado;MG
51651;Não identificado;Não identificado;M
51653;Carcará/carancho;(Caracara plancus);G
51654;Não identificado;Não identificado;M
51655;Não identificado;Não identificado;M
51656;Não identificado;Não identificado;
51657;Não identificado;Não identificado;M
51658;Quero-quero/tetéu;(Vanellus chilensis);M
51659;Urubus;Família Cathartidae;MG
51661;Quero-quero/tetéu;(Vanellus chilensis);M
51662;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51663;Não identificado;Não identificado;M
51664;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
51665;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
51666;Não identificado;Não identificado;G
51667;Bem-te-vi;(Pitangus sulphuratus);P
51668;Não identificado;Não identificado;M
51669;Gaviões / Família accipitridae;Família accipitridae;0
51670;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
51671;xx Passeriformes pequenos;xx Passeriformes pequenos;P
51672;xx Passeriformes pequenos;xx Passeriformes pequenos;P
51673;Seriema;(Cariama cristata);G
51674;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
51675;xx Passeriformes pequenos;xx Passeriformes pequenos;P
51676;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51677;Urubus;Família Cathartidae;MG
51678;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51679;Urubus;Família Cathartidae;MG
51680;Urubus;Família Cathartidae;MG
51681;Urubus;Família Cathartidae;MG
51682;Não identificado;Não identificado;M
51684;xx Passeriformes pequenos;xx Passeriformes pequenos;P
51685;Pombão/asa-branca/legítima/carijó;(Patagioenas picazuro);M
51686;Quero-quero/tetéu;(Vanellus chilensis);M
51688;Urubus;Família Cathartidae;MG
51689;Não identificado;Não identificado;M
51690;Não identificado;Não identificado;P
51691;Quero-quero/tetéu;(Vanellus chilensis);M
51692;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
51693;Quero-quero/tetéu;(Vanellus chilensis);M
51694;Quero-quero/tetéu;(Vanellus chilensis);M
51697;Urubu-de-cabeça-vermelha;(Cathartes aura);G
51698;Carcará/carancho;(Caracara plancus);G
51699;Urubus;Família Cathartidae;MG
51700;Quero-quero/tetéu;(Vanellus chilensis);M
51701;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51702;Quero-quero/tetéu;(Vanellus chilensis);M
51704;Não identificado;Não identificado;
51705;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
51706;Seriema;(Cariama cristata);G
51707;Urubus;Família Cathartidae;MG
51711;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51712;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51713;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51714;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51715;Pombos / Rolinhas;Família Columbidae;P
51716;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51717;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51718;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51719;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51720;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51721;Não identificado;Não identificado;G
51722;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51723;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51725;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51726;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51727;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51728;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51729;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51731;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51732;Não identificado;Não identificado;G
51734;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
51735;Gaviões / Família accipitridae;Família accipitridae;
51736;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51737;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51738;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51739;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51740;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51741;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51742;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51743;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51744;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51745;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51746;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51747;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51748;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
51749;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
